Food_Item,Category,Category_Detail,FDC_ID,Serving_Size,Protein_g_per_100g,Calories_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Sugar_g_per_100g,Vitamin_A_RAE,Vitamin_C_mg,Vitamin_D_µg,Vitamin_B12_µg,Calcium_mg,Iron_mg,Magnesium_mg,Potassium_mg,Zinc_mg,Calories_per_gram_Protein
"Multiple meat sandwich or sub, with cheese, restaurant",meat,meat,2707087,N/A,14.23,208.0,9.07,17.18,0.7,0,40.0,0.0,0.7,0.58,212.0,1.59,23.0,289.0,1.55,14.62
"Meatballs, with breading, NS as to type of meat, with gravy",meat,meat,2706580,N/A,12.22,143.0,7.51,6.28,0.4,0,9.0,0.4,0.1,1.06,42.0,1.53,13.0,199.0,2.74,11.7
"Egg sandwich on wheat bread, with meat and cheese",meat,meat,2707314,N/A,13.75,277.0,17.29,16.46,1.8,0,98.0,0.0,1.5,0.62,177.0,1.85,29.0,192.0,1.69,20.15
"Pasta with tomato-based sauce, cheese and meat",meat,meat,2708825,N/A,7.61,147.0,7.1,13.34,0.8,0,45.0,1.7,0.3,0.49,61.0,1.5,15.0,184.0,1.2,19.32
"Pizza, with meat, whole wheat thick crust",meat,meat,2708690,N/A,12.51,284.0,13.98,28.13,3.3,0,41.0,0.2,0.2,0.33,181.0,2.51,52.0,218.0,1.77,22.7
"Pretzels, soft, ready-to-eat, topped with meat",meat,meat,2708275,N/A,11.48,349.0,9.93,53.36,1.3,0,24.0,0.0,0.2,0.34,96.0,3.12,21.0,121.0,1.46,30.4
"White pizza, cheese, with meat, thick crust",meat,meat,2708681,N/A,12.84,296.0,14.8,27.2,1.1,0,51.0,0.1,0.3,0.37,203.0,2.09,23.0,158.0,1.49,23.05
"White pizza, cheese, with meat, thin crust",meat,meat,2708680,N/A,13.56,304.0,17.36,22.77,0.9,0,62.0,0.1,0.3,0.45,224.0,1.8,23.0,165.0,1.63,22.42
"Pizza, with meat, gluten-free thin crust",meat,meat,2708695,N/A,10.58,287.0,17.36,21.88,2.1,0,50.0,0.3,0.3,0.4,213.0,1.54,17.0,154.0,1.46,27.13
"Pizza, with meat, whole wheat thin crust",meat,meat,2708689,N/A,13.05,289.0,16.35,23.58,2.9,0,50.0,0.3,0.3,0.4,198.0,2.19,48.0,220.0,1.87,22.15
"Egg casserole with bread, cheese, milk and meat",meat,meat,2707192,N/A,11.43,175.0,9.75,10.22,0.4,0,84.0,0.0,1.1,0.49,142.0,1.15,17.0,184.0,1.32,15.31
"Meat loaf dinner, NFS, frozen meal",meat,meat,2707121,N/A,6.66,134.0,7.4,10.13,1.2,0,32.0,3.5,0.0,0.57,46.0,1.05,16.0,221.0,1.41,20.12
"Pasta with cream sauce and meat, home recipe",meat,meat,2708862,N/A,6.14,164.0,7.87,16.69,0.9,0,54.0,0.1,0.2,0.27,32.0,0.9,13.0,65.0,0.94,26.71
"Pasta with cream sauce and meat, ready-to-heat",meat,meat,2708863,N/A,6.01,177.0,9.51,16.33,0.9,0,53.0,0.1,0.2,0.26,31.0,0.88,13.0,64.0,0.92,29.45
"Pasta with sauce and meat, from school lunch",meat,meat,2708836,N/A,5.95,117.0,3.12,17.5,2.6,0,15.0,0.9,0.0,0.27,20.0,1.38,35.0,213.0,1.33,19.66
"Pasta with tomato-based sauce and meat, restaurant",meat,meat,2708837,N/A,5.43,178.0,9.25,17.74,1.5,0,12.0,0.7,0.0,0.23,15.0,1.12,17.0,162.0,0.84,32.78
"Potato, scalloped, from dry mix, with meat",meat,meat,2709453,N/A,7.3,167.0,9.6,13.12,0.7,0,100.0,5.7,0.5,0.21,178.0,0.34,21.0,245.0,1.06,22.88
"Restaurant, Chinese, fried rice, without meat",meat,meat,334536,N/A,3.84,729.0,3.19,32.5,0.0,0,22.0,0.0,0.0,0.0,11.0,0.46,9.7,69.0,0.69,189.84
"Stuffed cabbage, with meat, Puerto Rican style",meat,meat,2710142,N/A,9.56,207.0,15.13,8.41,2.3,0,58.0,27.5,0.3,0.42,41.0,1.19,25.0,412.0,1.59,21.65
"Stuffed shells, cheese-filled, with meat sauce",meat,meat,2708781,N/A,8.46,158.0,6.54,16.64,1.0,0,67.0,2.9,0.3,0.52,116.0,1.72,20.0,238.0,1.15,18.68
Taco or tostada salad with meat and sour cream,meat,meat,2708511,N/A,6.91,181.0,10.4,15.12,2.5,0,46.0,2.9,0.0,0.34,87.0,1.59,19.0,214.0,1.15,26.19
"Turkey ham, prepackaged or deli, luncheon meat",meat,meat,2706217,N/A,14.81,106.0,3.77,2.2,0.0,0,0.0,0.0,0.2,0.37,14.0,0.42,19.0,371.0,0.94,7.16
"Turkey, dark meat, roasted, skin eaten",meat,meat,2706112,N/A,26.46,202.0,10.16,0.05,0.0,0,15.0,0.0,0.4,1.64,17.0,1.31,26.0,227.0,3.26,7.63
"Turkey, dark meat, roasted, skin not eaten",meat,meat,2706111,N/A,26.94,167.0,5.98,0.0,0.0,0,5.0,0.0,0.3,1.64,17.0,1.3,26.0,225.0,3.44,6.2
"Turkey, light meat, roasted, skin eaten",meat,meat,2706110,N/A,28.28,169.0,5.55,0.03,0.0,0,10.0,0.0,0.4,0.9,12.0,0.73,31.0,247.0,1.66,5.98
"Turkey, light meat, roasted, skin not eaten",meat,meat,2706109,N/A,28.81,139.0,2.06,0.0,0.0,0,3.0,0.0,0.3,0.82,11.0,0.65,31.0,247.0,1.63,4.82
"Turnover or hot pocket, pizza pocket, meat",meat,meat,2708738,N/A,10.26,260.0,11.92,27.9,1.6,0,44.0,0.4,0.2,0.39,218.0,1.88,22.0,157.0,1.26,25.34
"Wonton, dumpling or pot sticker, fried, no meat",meat,meat,2708706,N/A,8.76,192.0,11.13,14.05,1.5,0,4.0,7.0,0.2,0.28,30.0,0.79,22.0,301.0,1.77,21.92
"Egg omelet or scrambled egg, with meat, made with butter",meat,meat,2707216,N/A,12.74,190.0,15.04,0.99,0.0,0,192.0,0.0,2.2,0.76,42.0,1.51,12.0,154.0,1.3,14.91
"Egg omelet or scrambled egg, with meat, made with oil",meat,meat,2707215,N/A,12.69,199.0,16.06,0.98,0.0,0,149.0,0.0,2.2,0.76,41.0,1.52,12.0,153.0,1.3,15.68
"Egg omelet or scrambled egg, with meat, no added fat",meat,meat,2707220,N/A,13.46,157.0,10.96,1.04,0.0,0,158.0,0.0,2.3,0.81,44.0,1.6,12.0,162.0,1.38,11.66
"Egg omelet or scrambled egg, with meat, NS as to fat",meat,meat,2707213,N/A,12.71,193.0,15.35,0.99,0.0,0,171.0,0.0,2.2,0.76,42.0,1.51,12.0,154.0,1.3,15.18
"Pizza, with meat other than pepperoni, stuffed crust",meat,meat,2708653,N/A,12.81,278.0,13.05,27.28,1.5,0,108.0,2.8,0.1,0.46,216.0,1.97,22.0,237.0,1.58,21.7
"Egg omelet or scrambled egg, with meat, made with margarine",meat,meat,2707214,N/A,12.7,181.0,14.06,1.03,0.0,0,196.0,0.0,2.4,0.76,42.0,1.51,12.0,154.0,1.3,14.25
"Egg white, omelet, scrambled, or fried, with cheese and meat",meat,meat,2707293,N/A,11.99,141.0,9.21,2.49,0.0,0,52.0,0.0,0.5,0.28,109.0,0.2,13.0,169.0,0.55,11.76
"Egg substitute, omelet, scrambled, or fried, with cheese and meat",meat,meat,2707303,N/A,11.46,138.0,9.21,2.21,0.0,0,61.0,0.3,1.7,0.43,159.0,1.64,16.0,207.0,1.27,12.04
"Meat loaf made with beef, with tomato-based sauce",meat,meat,2706500,N/A,13.78,159.0,8.35,6.77,0.7,0,16.0,2.0,0.1,1.28,53.0,1.8,18.0,279.0,3.0,11.54
"Pizza with extra meat and extra vegetables, thin crust",meat,meat,2708666,N/A,11.43,222.0,9.16,23.67,1.9,0,49.0,5.7,0.0,0.47,134.0,2.21,21.0,201.0,1.42,19.42
"Egg white, omelet, scrambled, or fried, with meat and vegetables",meat,meat,2707295,N/A,10.01,104.0,6.05,2.43,0.2,0,49.0,4.0,0.1,0.11,14.0,0.27,19.0,203.0,0.25,10.39
"Pizza with meat and vegetables, from frozen, medium crust",meat,meat,2708661,N/A,11.28,276.0,14.43,25.14,2.2,0,65.0,3.4,0.0,0.62,152.0,1.36,25.0,209.0,1.71,24.47
"Pizza with meat and vegetables, from frozen, thin crust",meat,meat,2708660,N/A,11.28,276.0,14.43,25.14,2.2,0,65.0,3.4,0.0,0.62,152.0,1.36,25.0,209.0,1.71,24.47
"Pizza with extra meat and extra vegetables, medium crust",meat,meat,2708668,N/A,11.42,233.0,9.29,25.98,2.0,0,54.0,4.7,0.0,0.46,147.0,2.28,22.0,194.0,1.4,20.4
"Egg substitute, omelet, scrambled, or fried, with meat and vegetables",meat,meat,2707305,N/A,9.48,101.0,6.05,2.15,0.2,0,57.0,4.3,1.3,0.26,64.0,1.7,22.0,241.0,0.97,10.65
"Pizza with extra meat and extra vegetables, thick crust",meat,meat,2708667,N/A,10.97,239.0,9.97,26.42,1.9,0,55.0,4.3,0.0,0.4,143.0,2.29,21.0,190.0,1.34,21.79
"Pizza with meat and vegetables, from frozen, thick crust",meat,meat,2708662,N/A,11.28,276.0,14.43,25.14,2.2,0,65.0,3.4,0.0,0.62,152.0,1.36,25.0,209.0,1.71,24.47
"White pizza, cheese, with meat and vegetables, thick crust",meat,meat,2708683,N/A,11.67,270.0,13.34,25.31,1.1,0,47.0,3.7,0.2,0.33,184.0,1.91,22.0,159.0,1.35,23.14
"White pizza, cheese, with meat and vegetables, thin crust",meat,meat,2708682,N/A,12.07,272.0,15.31,21.06,1.0,0,56.0,4.4,0.3,0.4,199.0,1.62,21.0,165.0,1.46,22.54
"Pasta with tomato-based sauce and meat, ready-to-heat",meat,meat,2708839,N/A,5.74,139.0,4.34,18.74,1.6,0,13.0,0.8,0.0,0.24,16.0,1.17,18.0,171.0,0.88,24.22
"Bacon, NS as to type of meat, reduced sodium, cooked",meat,meat,2705886,N/A,13.33,253.0,20.0,4.8,0.0,0,8.0,24.0,0.2,0.66,10.0,0.72,19.0,156.0,1.61,18.98
"Beef, prepackaged or deli, luncheon meat, reduced sodium",meat,meat,2706219,N/A,18.62,115.0,3.69,0.64,0.0,0,3.0,0.0,0.0,2.04,5.0,2.05,20.0,647.0,3.2,6.18
"Chicken, prepackaged or deli, luncheon meat, reduced sodium",meat,meat,2706209,N/A,17.4,98.0,1.86,2.92,0.0,0,2.0,0.0,0.1,0.14,11.0,0.39,26.0,360.0,0.51,5.63
"Egg, whole, fried with animal fat or meat drippings",meat,meat,2707160,N/A,11.7,188.0,15.3,0.9,0.0,0,168.0,0.0,2.5,0.77,45.0,1.57,10.0,124.0,1.18,16.07
"Ham, prepackaged or deli, luncheon meat, reduced sodium",meat,meat,2706207,N/A,16.7,101.0,3.73,0.27,0.0,0,0.0,0.0,0.6,0.36,5.0,0.58,19.0,425.0,1.52,6.05
"Hot dog sandwich, meat and poultry, on wheat bread",meat,meat,2707067,N/A,10.3,272.0,17.21,18.95,1.9,0,17.0,11.8,0.5,0.4,125.0,1.77,26.0,288.0,1.22,26.41
"Hot dog sandwich, meat and poultry, on wheat bun",meat,meat,2707065,N/A,10.46,271.0,15.27,22.84,2.4,0,15.0,10.1,0.4,0.34,130.0,1.97,31.0,274.0,1.24,25.91
"Hot dog sandwich, meat and poultry, on white bread",meat,meat,2707066,N/A,9.62,274.0,17.08,20.25,0.8,0,17.0,11.8,0.5,0.4,142.0,1.84,16.0,264.0,1.05,28.48
"Hot dog sandwich, meat and poultry, on white bun",meat,meat,2707064,N/A,9.74,278.0,15.24,24.92,0.8,0,15.0,10.6,0.4,0.42,123.0,2.09,16.0,244.0,0.96,28.54
"Meat substitute, cereal- and vegetable protein-based, fried",meat,meat,2709163,N/A,12.8,359.0,7.23,61.25,8.9,0,0.0,0.0,0.0,0.0,63.0,4.24,151.0,379.0,2.93,28.05
"Pasta with cream sauce, meat, and added vegetables, restaurant",meat,meat,2708864,N/A,5.65,203.0,12.85,15.73,1.0,0,41.0,3.9,0.1,0.24,25.0,0.87,13.0,83.0,0.87,35.93
"Pasta with tomato-based sauce and meat, home recipe",meat,meat,2708838,N/A,5.86,125.0,2.58,19.15,1.6,0,13.0,0.8,0.0,0.24,16.0,1.19,18.0,175.0,0.9,21.33
"Pasta, whole grain, with cream sauce and meat, restaurant",meat,meat,2708909,N/A,5.76,209.0,14.48,15.03,1.9,0,50.0,0.1,0.2,0.25,32.0,1.05,29.0,85.0,1.26,36.28
"Puffs, fried, crab meat and cream cheese filled",meat,meat,2708707,N/A,9.4,314.0,15.12,35.09,1.2,0,105.0,0.5,0.2,0.23,51.0,2.37,29.0,145.0,0.68,33.4
"Ripe plantain meat pie, Puerto Rican style",meat,meat,2710140,N/A,12.81,315.0,20.22,22.03,2.1,0,79.0,13.1,0.7,0.8,34.0,1.9,42.0,554.0,2.31,24.59
"Roll with meat and/or shrimp, vegetables and rice paper, not fried",meat,meat,2708704,N/A,5.65,112.0,2.65,17.23,1.9,0,234.0,7.5,0.0,0.19,34.0,0.58,32.0,208.0,0.64,19.82
"Steak, NS as to type of meat, NS as to fat eaten",meat,meat,2705823,N/A,26.95,230.0,12.99,0.0,0.0,0,4.0,0.0,0.2,1.99,17.0,2.6,21.0,321.0,5.07,8.53
"Turkey light or dark meat, stewed, skin eaten",meat,meat,2706118,N/A,30.25,204.0,8.52,0.14,0.0,0,17.0,0.0,0.4,0.67,13.0,0.96,22.0,174.0,2.18,6.74
"Turkey, light and dark meat, roasted, skin eaten",meat,meat,2706114,N/A,27.48,183.0,7.54,0.04,0.0,0,12.0,0.0,0.4,1.23,15.0,0.99,29.0,238.0,2.37,6.66
"Turkey, light and dark meat, roasted, skin not eaten",meat,meat,2706113,N/A,27.99,151.0,3.76,0.0,0.0,0,4.0,0.0,0.3,1.18,14.0,0.93,28.0,237.0,2.41,5.39
"Turkey, light or dark meat, smoked, skin eaten",meat,meat,2706119,N/A,28.1,208.0,9.7,0.0,0.0,0,0.0,0.0,0.0,0.35,26.0,1.79,25.0,280.0,2.96,7.4
"Turkey, light or dark meat, smoked, skin not eaten",meat,meat,2706120,N/A,29.3,162.0,5.0,0.0,0.0,0,0.0,0.0,0.1,0.37,25.0,1.78,26.0,298.0,3.1,5.53
"Turkey, light or dark meat, stewed, skin not eaten",meat,meat,2706117,N/A,31.18,158.0,2.66,0.19,0.0,0,12.0,0.0,0.3,1.71,16.0,1.18,37.0,324.0,2.53,5.07
"Turkey, prepackaged or deli, luncheon meat, reduced sodium",meat,meat,2706216,N/A,14.81,106.0,3.77,2.2,0.0,0,0.0,0.0,0.2,0.37,14.0,0.42,19.0,371.0,0.94,7.16
"Egg omelet or scrambled egg, with cheese and meat, made with butter",meat,meat,2707224,N/A,13.3,207.0,16.45,1.42,0.0,0,208.0,0.0,2.4,0.84,141.0,1.4,13.0,146.0,1.47,15.56
"Egg omelet or scrambled egg, with cheese and meat, made with oil",meat,meat,2707223,N/A,13.26,215.0,17.39,1.42,0.0,0,168.0,0.0,2.4,0.84,140.0,1.41,13.0,145.0,1.46,16.21
"Egg omelet or scrambled egg, with cheese and meat, no added fat",meat,meat,2707228,N/A,14.0,177.0,12.78,1.5,0.0,0,177.0,0.0,2.5,0.89,147.0,1.48,14.0,153.0,1.54,12.64
"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",meat,meat,2707221,N/A,13.27,209.0,16.74,1.43,0.0,0,188.0,0.0,2.4,0.84,140.0,1.4,13.0,145.0,1.46,15.75
"Egg omelet or scrambled egg, with meat, NS as to fat type",meat,meat,2707219,N/A,12.71,193.0,15.35,0.99,0.0,0,171.0,0.0,2.2,0.76,42.0,1.51,12.0,154.0,1.3,15.18
"Egg omelet or scrambled egg, with cheese and meat, made with margarine",meat,meat,2707222,N/A,13.27,198.0,15.54,1.46,0.0,0,211.0,0.0,2.6,0.84,140.0,1.4,13.0,146.0,1.46,14.92
"Egg omelet or scrambled egg, with meat, made with cooking spray",meat,meat,2707218,N/A,13.35,162.0,11.54,1.21,0.0,0,157.0,0.0,2.3,0.8,43.0,1.58,12.0,161.0,1.37,12.13
"Egg omelet or scrambled egg, with meat and tomatoes, no added fat",meat,meat,2707254,N/A,11.69,137.0,9.4,1.55,0.2,0,150.0,2.3,2.1,0.71,41.0,1.46,12.0,168.0,1.2,11.72
"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat",meat,meat,2707255,N/A,11.09,172.0,13.54,1.48,0.2,0,163.0,2.2,2.0,0.68,40.0,1.39,12.0,160.0,1.14,15.51
"Meat loaf made with beef and pork, with tomato-based sauce",meat,meat,2706583,N/A,13.63,157.0,8.18,6.75,0.7,0,22.0,2.1,0.4,1.07,52.0,1.66,18.0,275.0,2.76,11.52
"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables",meat,meat,2707296,N/A,11.47,135.0,8.72,2.6,0.1,0,63.0,2.0,0.5,0.26,107.0,0.25,17.0,185.0,0.54,11.77
"Egg omelet or scrambled egg, with meat and tomatoes, fat added",meat,meat,2707253,N/A,11.09,172.0,13.54,1.48,0.2,0,163.0,2.2,2.0,0.68,40.0,1.39,12.0,160.0,1.14,15.51
"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables",meat,meat,2707306,N/A,10.97,132.0,8.72,2.35,0.1,0,71.0,2.3,1.6,0.4,154.0,1.6,20.0,221.0,1.22,12.03
"Beef, ground, 80% lean meat / 20% fat, raw",meat,meat,2514744,N/A,17.5,0.0,19.4,0.0,0.0,0,0.0,0.0,0.0,0.0,6.89,1.96,16.4,273.0,3.85,0.0
"Beef, ground, 90% lean meat / 10% fat, raw",meat,meat,2514743,N/A,18.2,0.0,12.8,0.0,0.0,0,0.0,0.0,0.0,0.0,7.14,2.13,16.5,281.0,4.19,0.0
"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",meat,meat,331897,N/A,23.9,156.0,5.95,0.0,0.0,0,7.0,0.0,0.1,0.41,12.0,0.94,22.4,239.0,2.54,6.53
"Chow mein or chop suey, NS as to type of meat, no noodles",meat,meat,2706872,N/A,9.78,83.0,3.23,3.84,0.8,0,11.0,4.8,0.0,0.12,21.0,0.52,14.0,183.0,0.66,8.49
"Chow mein or chop suey, NS as to type of meat, with noodles",meat,meat,2706722,N/A,9.91,131.0,5.43,11.15,1.5,0,10.0,4.2,0.0,0.11,19.0,1.25,14.0,174.0,0.68,13.22
"Chow mein or chop suey, various types of meat, with noodles",meat,meat,2706724,N/A,10.36,134.0,5.57,11.16,1.5,0,9.0,4.3,0.1,0.3,19.0,1.49,14.0,198.0,1.05,12.93
"Meat loaf made with chicken or turkey, with tomato-based sauce",meat,meat,2706548,N/A,15.46,145.0,6.2,7.29,0.8,0,38.0,4.3,0.4,0.72,57.0,1.42,24.0,267.0,1.76,9.38
"Pasta with cream sauce, meat, and added vegetables, home recipe",meat,meat,2708865,N/A,6.12,153.0,6.52,17.04,1.1,0,45.0,4.2,0.2,0.27,27.0,0.93,14.0,90.0,0.95,25.0
"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",meat,meat,2708866,N/A,5.99,166.0,8.19,16.67,1.0,0,44.0,4.1,0.2,0.26,26.0,0.91,14.0,88.0,0.92,27.71
"Pasta with tomato-based sauce, meat, and added vegetables, restaurant",meat,meat,2708840,N/A,5.47,176.0,9.15,17.52,1.5,0,12.0,4.4,0.0,0.23,14.0,1.08,17.0,161.0,0.85,32.18
"Pasta, whole grain, with cream sauce and meat, home recipe",meat,meat,2708910,N/A,6.24,160.0,8.27,16.28,2.0,0,54.0,0.1,0.2,0.27,35.0,1.12,31.0,92.0,1.37,25.64
"Pasta, whole grain, with cream sauce and meat, ready-to-heat",meat,meat,2708911,N/A,6.11,172.0,9.9,15.93,2.0,0,53.0,0.1,0.2,0.26,34.0,1.1,31.0,90.0,1.34,28.15
"Pasta, whole grain, with tomato-based sauce and meat, restaurant",meat,meat,2708885,N/A,5.52,174.0,9.62,17.36,2.5,0,12.0,0.7,0.0,0.23,18.0,1.33,34.0,187.0,1.24,31.52
"Pastrami, made from any kind of meat, reduced fat",meat,meat,2706184,N/A,18.62,115.0,3.69,0.64,0.0,0,3.0,0.0,0.0,2.04,5.0,2.05,20.0,647.0,3.2,6.18
"Salami, made from any type of meat, reduced fat",meat,meat,2706196,N/A,19.2,172.0,9.21,1.55,0.1,0,2.0,0.0,0.6,0.99,40.0,1.25,22.0,216.0,2.32,8.96
"Salami, made from any type of meat, reduced sodium",meat,meat,2706197,N/A,21.07,378.0,31.65,0.72,0.0,0,11.0,0.0,0.9,1.15,24.0,1.36,20.0,363.0,2.67,17.94
"Turkey, light meat, breaded, baked or fried, skin eaten",meat,meat,2706108,N/A,26.78,200.0,6.84,6.48,0.4,0,9.0,0.0,0.4,0.84,27.0,1.09,32.0,241.0,1.63,7.47
"Turkey, light meat, breaded, baked or fried, skin not eaten",meat,meat,2706107,N/A,27.26,173.0,3.69,6.46,0.4,0,3.0,0.0,0.3,0.77,26.0,1.02,32.0,241.0,1.6,6.35
"Turkey, light or dark meat, fried, coated, skin eaten",meat,meat,2706116,N/A,26.2,192.0,8.51,1.42,0.0,0,13.0,0.0,0.4,1.17,17.0,1.04,28.0,231.0,2.26,7.33
"Turkey, light or dark meat, fried, coated, skin not eaten",meat,meat,2706115,N/A,27.22,165.0,5.06,1.42,0.0,0,6.0,0.0,0.3,1.15,16.0,1.01,28.0,235.0,2.35,6.06
"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type",meat,meat,2707227,N/A,13.27,209.0,16.74,1.43,0.0,0,188.0,0.0,2.4,0.84,140.0,1.4,13.0,145.0,1.46,15.75
"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray",meat,meat,2707226,N/A,13.89,182.0,13.3,1.65,0.0,0,176.0,0.0,2.5,0.88,146.0,1.46,14.0,152.0,1.53,13.1
"Pizza with meat other than pepperoni, from frozen, thin crust",meat,meat,2708646,N/A,12.34,267.0,12.1,26.98,2.8,0,69.0,0.1,0.1,0.65,213.0,2.08,24.0,208.0,1.55,21.64
"Pizza with meat and vegetables, from restaurant or fast food, thin crust",meat,meat,2708663,N/A,11.55,241.0,9.87,26.62,1.9,0,56.0,5.0,0.1,0.54,148.0,2.19,22.0,193.0,1.58,20.87
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat",meat,meat,2707266,N/A,13.22,168.0,12.03,1.74,0.1,0,169.0,1.1,2.3,0.83,139.0,1.41,14.0,160.0,1.46,12.71
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat",meat,meat,2707267,N/A,12.58,199.0,15.8,1.66,0.1,0,180.0,1.1,2.3,0.79,133.0,1.34,13.0,153.0,1.39,15.82
"Pizza with meat other than pepperoni, from frozen, medium crust",meat,meat,2708647,N/A,11.55,269.0,12.54,27.33,2.4,0,66.0,0.6,0.1,0.72,192.0,2.15,23.0,184.0,1.46,23.29
"Pizza with meat and vegetables, from restaurant or fast food, medium crust",meat,meat,2708664,N/A,11.5,248.0,9.83,28.38,2.0,0,59.0,4.1,0.0,0.51,158.0,2.26,23.0,188.0,1.51,21.57
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",meat,meat,2708665,N/A,10.94,259.0,10.53,30.11,2.0,0,63.0,2.9,0.0,0.41,161.0,2.35,22.0,179.0,1.38,23.67
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added",meat,meat,2707265,N/A,12.58,199.0,15.8,1.66,0.1,0,180.0,1.1,2.3,0.79,133.0,1.34,13.0,153.0,1.39,15.82
"Pizza with meat other than pepperoni, from frozen, thick crust",meat,meat,2708648,N/A,10.75,270.0,12.98,27.68,2.1,0,64.0,1.1,0.0,0.79,171.0,2.22,23.0,160.0,1.37,25.12
"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",meat,meat,2706733,N/A,20.56,195.0,9.08,6.61,0.7,0,92.0,1.6,0.2,2.04,13.0,2.21,24.0,380.0,3.12,9.48
"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",meat,meat,2710143,N/A,3.14,84.0,2.95,11.14,1.8,0,5.0,20.6,0.0,0.16,31.0,0.69,14.0,183.0,0.68,26.75
"Egg omelet or scrambled egg, made with animal fat or meat drippings",meat,meat,2707202,N/A,11.7,188.0,15.3,0.9,0.0,0,168.0,0.0,2.5,0.77,45.0,1.57,10.0,124.0,1.18,16.07
"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix",meat,meat,2708819,N/A,8.24,144.0,7.59,10.27,0.3,0,24.0,0.2,0.4,0.57,53.0,0.97,12.0,129.0,1.63,17.48
"Pasta with tomato-based sauce, meat, and added vegetables, home recipe",meat,meat,2708841,N/A,5.91,123.0,2.47,18.92,1.6,0,13.0,4.7,0.0,0.25,15.0,1.16,18.0,174.0,0.92,20.81
"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat",meat,meat,2708842,N/A,5.78,137.0,4.23,18.5,1.6,0,13.0,4.6,0.0,0.24,15.0,1.13,18.0,170.0,0.9,23.7
"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant",meat,meat,2708912,N/A,5.74,199.0,13.23,15.35,2.0,0,41.0,3.9,0.1,0.24,28.0,1.08,30.0,108.0,1.27,34.67
"Pasta, whole grain, with tomato-based sauce and meat, home recipe",meat,meat,2708886,N/A,5.96,121.0,2.98,18.74,2.7,0,13.0,0.8,0.0,0.24,19.0,1.42,37.0,202.0,1.33,20.3
"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",meat,meat,2708887,N/A,5.83,134.0,4.73,18.33,2.7,0,13.0,0.8,0.0,0.24,19.0,1.39,36.0,197.0,1.3,22.98
"Pizza, with meat other than pepperoni, from school lunch, thin crust",meat,meat,2708655,N/A,12.63,250.0,7.83,32.24,3.9,0,89.0,0.6,0.0,2.18,238.0,2.09,52.0,385.0,2.53,19.79
"Pizza, with meat other than pepperoni, from school lunch, medium crust",meat,meat,2708654,N/A,12.94,254.0,8.45,31.41,4.0,0,74.0,0.5,0.0,1.26,203.0,2.15,38.0,334.0,2.06,19.63
"Pizza, with meat other than pepperoni, from school lunch, thick crust",meat,meat,2708656,N/A,13.26,257.0,9.07,30.58,4.0,0,60.0,0.4,0.0,0.34,168.0,2.21,23.0,282.0,1.6,19.38
"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat",meat,meat,2707257,N/A,11.91,138.0,9.44,1.44,0.2,0,174.0,4.2,2.1,0.71,47.0,1.54,20.0,189.0,1.23,11.59
"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat",meat,meat,2707258,N/A,11.3,173.0,13.58,1.37,0.2,0,185.0,4.0,2.0,0.68,45.0,1.47,19.0,179.0,1.16,15.31
"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added",meat,meat,2707256,N/A,11.3,173.0,13.58,1.37,0.2,0,185.0,4.0,2.0,0.68,45.0,1.47,19.0,179.0,1.16,15.31
"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",meat,meat,2707108,N/A,10.88,201.0,9.93,18.05,1.3,0,21.0,2.5,0.1,0.2,30.0,0.7,22.0,265.0,0.78,18.47
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",meat,meat,331960,N/A,32.1,695.0,3.24,0.0,0.0,0,0.0,0.0,0.0,0.2,6.0,0.49,32.0,343.0,0.96,21.65
"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings",meat,meat,2707210,N/A,12.77,209.0,16.91,1.4,0.0,0,180.0,0.0,2.6,0.86,150.0,1.43,13.0,128.0,1.41,16.37
"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe",meat,meat,2708913,N/A,6.22,149.0,6.92,16.63,2.2,0,45.0,4.2,0.2,0.27,30.0,1.16,32.0,117.0,1.38,23.95
